000136,1/4/2019,80,1
000136,1/18/2019,80,1
000136,2/1/2019,80,1
000136,2/1/2019,0,2
000136,2/15/2019,80,1
000136,2/15/2019,0,2
000136,3/1/2019,80,1
000136,3/1/2019,0,2
000136,3/15/2019,80,1
000136,3/15/2019,0,2
000136,3/29/2019,80,1
000136,3/29/2019,0,2
000136,4/12/2019,80,1
000136,4/12/2019,0,2
000136,4/26/2019,80,1
000136,4/26/2019,0,2
000136,5/10/2019,80,1
000136,5/10/2019,0,2
000136,5/24/2019,80,1
000136,5/24/2019,0,2
000136,6/7/2019,80,1
000136,6/7/2019,0,2
000136,6/21/2019,80,1
000136,6/21/2019,0,2
000136,7/5/2019,80,1
000136,7/5/2019,0,2
000136,7/19/2019,80,1
000136,7/19/2019,0,2
000136,8/2/2019,80,1
000136,8/2/2019,0,2
000136,8/16/2019,80,1
000136,8/16/2019,0,2
000136,8/30/2019,80,1
000136,8/30/2019,0,2
000136,9/13/2019,80,1
000136,9/13/2019,0,2
000136,9/27/2019,80,1
000136,9/27/2019,0,2
000136,10/11/2019,80,1
000136,10/11/2019,0,2
002381,7/19/2019,81.35,1
002381,7/19/2019,2.08,2
002381,8/2/2019,80,1
002381,8/2/2019,5.57,2
002381,8/16/2019,80,1
002381,8/16/2019,7.42,2
002381,8/30/2019,80,1
002381,8/30/2019,8.9,2
001913,1/4/2019,64,1
001913,1/4/2019,0,2
001913,1/18/2019,80,1
001913,1/18/2019,0,2
001913,2/1/2019,112,1
001913,2/1/2019,0,2
001913,2/15/2019,80,1
001913,2/15/2019,0,2
001913,3/1/2019,80,1
001913,3/1/2019,0,2
001913,3/15/2019,80,1
001913,3/15/2019,0,2
001913,3/29/2019,80,1
001913,3/29/2019,0,2
001913,4/12/2019,80,1
001913,4/12/2019,0,2
001913,4/26/2019,80,1
001913,4/26/2019,0,2
001913,5/10/2019,80,1
001913,5/10/2019,0,2
001913,5/24/2019,80,1
001913,5/24/2019,0,2
001913,6/7/2019,80,1
001913,6/7/2019,0,2
001913,6/21/2019,80,1
001913,6/21/2019,0,2
001913,7/5/2019,80,1
001913,7/5/2019,0,2
001913,7/19/2019,80,1
001913,7/19/2019,0,2
001913,8/2/2019,80,1
001913,8/2/2019,0,2
001913,8/16/2019,80,1
001913,8/16/2019,0,2
001913,8/30/2019,80,1
001913,8/30/2019,0,2
001913,9/13/2019,80,1
001913,9/13/2019,0,2
001913,9/27/2019,80,1
001913,9/27/2019,0,2
001913,10/11/2019,80,1
001913,10/11/2019,0,2
002200,1/4/2019,68.58,1
002200,1/4/2019,0.25,2
002200,1/18/2019,80.07,1
002200,1/18/2019,0.47,2
002200,2/1/2019,80,1
002200,2/1/2019,0.78,2
002200,2/15/2019,80,1
002200,2/15/2019,5.33,2
002200,3/1/2019,88,1
002200,3/1/2019,3.1,2
002200,3/15/2019,80,1
002200,3/15/2019,13.52,2
002200,3/29/2019,80,1
002200,3/29/2019,1.67,2
002200,4/12/2019,80,1
002200,4/12/2019,3.75,2
002200,4/26/2019,80,1
002200,4/26/2019,0.52,2
002200,5/10/2019,80,1
002200,5/10/2019,3.28,2
002200,5/24/2019,80,1
002200,5/24/2019,6.9,2
002200,6/7/2019,77.15,1
002200,6/7/2019,0,2
002200,6/21/2019,80,1
002200,6/21/2019,2.82,2
002200,7/5/2019,80,1
002200,7/5/2019,1.63,2
002200,7/19/2019,80.4,1
002200,7/19/2019,1.52,2
002200,8/2/2019,80,1
002200,8/2/2019,2.57,2
002200,8/16/2019,80,1
002200,8/16/2019,2.52,2
002200,8/30/2019,80,1
002200,8/30/2019,2.73,2
002200,9/13/2019,80.47,1
002200,9/13/2019,0.75,2
002200,9/27/2019,80,1
002200,9/27/2019,1.27,2
002200,10/11/2019,80,1
002200,10/11/2019,0.98,2
002059,1/4/2019,65.42,1
002059,1/4/2019,0,2
002059,1/18/2019,77.17,1
002059,1/18/2019,0,2
002059,2/1/2019,69.87,1
002059,2/1/2019,0,2
002059,2/15/2019,58.65,1
002059,2/15/2019,0,2
002059,3/1/2019,88,1
002059,3/1/2019,3.72,2
002059,3/15/2019,70.63,1
002059,3/15/2019,0,2
002059,3/29/2019,67.98,1
002059,3/29/2019,0,2
002059,4/12/2019,65.23,1
002059,4/12/2019,0,2
002059,4/26/2019,77.35,1
002059,4/26/2019,0,2
002059,5/10/2019,70.8,1
002059,5/10/2019,0,2
002059,5/24/2019,62.37,1
002059,5/24/2019,0.83,2
001824,1/4/2019,57.8,1
001824,1/4/2019,0,2
001824,1/18/2019,81.78,1
001824,1/18/2019,1.45,2
001824,2/1/2019,72.4,1
001824,2/1/2019,0,2
001824,2/15/2019,80,1
001824,2/15/2019,3.65,2
001824,3/1/2019,72.62,1
001824,3/1/2019,0,2
002225,1/4/2019,72,1
002225,1/4/2019,0,2
002225,1/18/2019,80,1
002225,1/18/2019,0,2
002225,2/1/2019,80,1
002225,2/1/2019,0,2
002225,2/15/2019,80,1
002225,2/15/2019,0,2
002225,3/1/2019,80,1
002225,3/1/2019,0,2
002225,3/15/2019,80,1
002225,3/15/2019,0,2
002225,3/29/2019,80,1
002225,3/29/2019,0,2
002225,4/12/2019,80,1
002225,4/12/2019,0,2
002225,4/26/2019,80,1
002225,4/26/2019,0,2
002225,5/10/2019,80,1
002225,5/10/2019,0,2
002225,5/24/2019,80,1
002225,5/24/2019,0,2
002225,6/7/2019,80,1
002225,6/7/2019,0,2
002225,6/21/2019,80,1
002225,6/21/2019,0,2
002225,7/5/2019,80,1
002225,7/5/2019,0,2
002225,7/19/2019,80,1
002225,7/19/2019,0,2
002225,8/2/2019,80,1
002225,8/2/2019,0,2
002225,8/16/2019,80,1
002225,8/16/2019,0,2
002225,8/30/2019,80,1
002225,8/30/2019,0,2
002225,9/13/2019,80,1
002225,9/13/2019,0,2
002225,9/27/2019,80,1
002225,9/27/2019,0,2
002225,10/11/2019,80,1
002225,10/11/2019,0,2
001476,1/4/2019,68,1
001476,1/4/2019,0,2
001476,1/18/2019,80,1
001476,1/18/2019,0,2
001476,2/1/2019,81.38,1
001476,2/1/2019,0,2
001476,2/15/2019,80,1
001476,2/15/2019,0,2
001476,3/1/2019,80,1
001476,3/1/2019,0,2
001476,3/15/2019,80,1
001476,3/15/2019,0,2
001476,3/29/2019,80,1
001476,3/29/2019,0,2
001476,4/12/2019,80,1
001476,4/12/2019,0,2
001476,4/26/2019,80,1
001476,4/26/2019,0,2
001476,5/10/2019,80,1
001476,5/10/2019,0,2
001476,5/24/2019,80,1
001476,5/24/2019,0,2
001476,6/7/2019,80,1
001476,6/7/2019,0,2
001476,6/21/2019,80,1
001476,6/21/2019,0,2
001476,7/5/2019,80,1
001476,7/5/2019,0,2
001476,7/19/2019,80,1
001476,7/19/2019,0,2
001476,8/2/2019,80,1
001476,8/2/2019,0,2
001476,8/16/2019,80,1
001476,8/16/2019,0,2
001476,8/30/2019,80,1
001476,8/30/2019,0,2
001476,9/13/2019,80,1
001476,9/13/2019,0,2
001476,9/27/2019,80,1
001476,9/27/2019,0,2
001476,10/11/2019,80,1
001476,10/11/2019,0,2
001419,1/4/2019,53.8,1
001419,1/4/2019,0,2
001419,1/18/2019,82.37,1
001419,1/18/2019,0,2
001419,2/1/2019,80,1
001419,2/1/2019,2.95,2
001419,2/15/2019,80,1
